name,genre,year_of_release,publisher,sales,critic_score,user_score,developer,rating,platform,min_age
Wii Sports,Sports,2006,Nintendo,82.53,76,8,Nintendo,E,Wii,0
Mario Kart Wii,Racing,2008,Nintendo,35.52,82,8.3,Nintendo,E,Wii,0
Wii Sports Resort,Sports,2009,Nintendo,32.77,80,8,Nintendo,E,Wii,0
New Super Mario Bros.,Platform,2006,Nintendo,29.8,89,8.5,Nintendo,E,DS,0
Wii Play,Misc,2006,Nintendo,28.92,58,6.6,Nintendo,E,Wii,0
New Super Mario Bros. Wii,Platform,2009,Nintendo,28.32,87,8.4,Nintendo,E,Wii,0
Mario Kart DS,Racing,2005,Nintendo,23.21,91,8.6,Nintendo,E,DS,0
Wii Fit,Sports,2007,Nintendo,22.7,80,7.7,Nintendo,E,Wii,0
Wii Fit Plus,Sports,2009,Nintendo,21.79,80,7.4,Nintendo,E,Wii,0
Brain Age: Train Your Brain in Minutes a Day,Misc,2005,Nintendo,20.15,77,7.9,Nintendo,E,DS,0
Brain Age 2: More Training in Minutes a Day,Puzzle,2005,Nintendo,15.29,77,7.1,Nintendo,E,DS,0
Animal Crossing: Wild World,Simulation,2005,Nintendo,12.13,86,8.7,Nintendo,E,DS,0
Super Mario Galaxy,Platform,2007,Nintendo,11.35,97,8.9,Nintendo,E,Wii,0
Super Mario 3D Land,Platform,2011,Nintendo,10.81,90,8.4,Nintendo,E,3DS,0
Just Dance 3,Misc,2011,Ubisoft,10.12,74,7.8,Ubisoft,E10+,Wii,10
New Super Mario Bros. 2,Platform,2012,Nintendo,9.9,78,7.2,Nintendo,E,3DS,0
Just Dance 2,Misc,2010,Ubisoft,9.44,74,7.3,Ubisoft,E10+,Wii,10
Animal Crossing: New Leaf,Simulation,2012,Nintendo,9.16,88,8.7,Nintendo,E,3DS,0
FIFA 16,Sports,2015,Electronic Arts,8.57,82,4.3,EA,E,PS4,0
FIFA Soccer 13,Action,2012,Electronic Arts,8.16,88,6.6,EA,E,PS3,0
FIFA 17,Sports,2016,Electronic Arts,7.59,85,5,EA,E,PS4,0
Super Mario Galaxy 2,Platform,2010,Nintendo,7.51,97,9.1,EA,E,Wii,0
Battlefield 3,Shooter,2011,Electronic Arts,7.32,84,7.4,EA,M,X360,17
Need for Speed Underground,Racing,2003,Electronic Arts,7.2,85,8.6,EA,E,PS2,0
Just Dance,Misc,2009,Ubisoft,7.2,49,8,Ubisoft,E10+,Wii,10
Battlefield 3,Shooter,2011,Electronic Arts,7.17,85,7.5,EA,M,PS3,17
Tekken 3,Fighting,1998,Sony Computer Entertainment,7.16,96,9.1,Namco,T,PS,13
The Legend of Zelda: Twilight Princess,Action,2006,Nintendo,7.15,95,9,Nintendo,T,Wii,13
Mario Kart 8,Racing,2014,Nintendo,7.09,88,9.1,Nintendo,E,WiiU,0
Need for Speed Underground 2,Racing,2004,Electronic Arts,6.9,82,8.6,EA,E,PS2,0
Medal of Honor: Frontline,Shooter,2002,Electronic Arts,6.83,88,8.5,EA,T,PS2,13
Just Dance 4,Misc,2012,Ubisoft,6.76,74,7.3,Ubisoft,E10+,Wii,10
Big Brain Academy,Misc,2005,Nintendo,6.62,74,7.4,Nintendo,E,DS,0
FIFA 14,Sports,2013,Electronic Arts,6.47,86,4.3,EA,E,PS3,0
Assassin's Creed III,Action,2012,Ubisoft,6.45,85,6.9,Ubisoft,M,PS3,17
Super Mario Sunshine,Platform,2002,Nintendo,6.31,92,8.6,Nintendo,E,GC,0
FIFA 15,Sports,2014,Electronic Arts,6.08,82,5.7,EA,E,PS4,0
Resident Evil 2,Action,1998,Other,5.82,89,9.2,Capcom,M,PS,17
Tekken 2,Fighting,1996,Sony Computer Entertainment,5.74,89,8.9,Namco,T,PS,13
LEGO Star Wars: The Complete Saga,Action,2007,Other,5.64,80,8.9,Traveller's Tales,E10+,Wii,10
Assassin's Creed II,Action,2009,Ubisoft,5.55,91,8.6,Ubisoft,M,PS3,17
Assassin's Creed,Adventure,2007,Ubisoft,5.54,81,7.7,Ubisoft,M,X360,17
Super Mario Advance,Platform,2001,Nintendo,5.49,84,7.8,Nintendo,E,GBA,0
Monster Hunter Freedom Unite,Role-Playing,2008,Capcom,5.48,81,8.7,Capcom,T,PSP,13
Crash Bandicoot: The Wrath of Cortex,Platform,2001,Other,5.42,66,7.1,Traveller's Tales,E,PS2,0
Assassin's Creed III,Action,2012,Ubisoft,5.29,84,6.7,Ubisoft,M,X360,17
Assassin's Creed II,Action,2009,Ubisoft,5.26,90,8.8,Ubisoft,M,X360,17
New Super Mario Bros. U,Platform,2012,Nintendo,5.22,84,8.1,Nintendo,E,WiiU,0
FIFA Soccer 13,Action,2012,Electronic Arts,5.16,90,6.1,EA,E,X360,0
Medal of Honor: Rising Sun,Shooter,2003,Electronic Arts,5.13,68,7.6,EA,T,PS2,13
Resident Evil 5,Action,2009,Capcom,5.09,84,7.5,Capcom,M,PS3,17
The Legend of Zelda: Phantom Hourglass,Action,2007,Nintendo,5.08,90,8,Nintendo,E,DS,0
FIFA Soccer 11,Sports,2010,Electronic Arts,5.07,89,8,EA,E,PS3,0
Resident Evil,Action,1996,Other,5.05,91,9,Capcom,M,PS,17
Tony Hawk's Pro Skater,Sports,1999,Activision,5.02,92,9.2,Neversoft Entertainment,T,PS,13
Link's Crossbow Training,Shooter,2007,Nintendo,4.98,68,7.1,Nintendo,T,Wii,13
Madden NFL 06,Sports,2005,Electronic Arts,4.91,88,8,EA,E,PS2,0
Assassin's Creed,Adventure,2007,Ubisoft,4.82,81,7.3,Ubisoft,M,PS3,17
Tony Hawk's Pro Skater 2,Sports,2000,Activision,4.68,98,7.7,Neversoft Entertainment,T,PS,13
Animal Crossing: City Folk,Simulation,2008,Nintendo,4.62,73,7.6,Nintendo,E,Wii,0
The Legend of Zelda: The Wind Waker,Action,2002,Nintendo,4.6,96,8.9,Nintendo,E,GC,0
Guitar Hero III: Legends of Rock,Misc,2007,Activision,4.6,86,8.4,Vicarious Visions,T,Wii,13
Madden NFL 2005,Sports,2004,Electronic Arts,4.53,91,7.9,EA,E,PS2,0
Guitar Hero III: Legends of Rock,Misc,2007,Activision,4.53,85,7.9,Neversoft Entertainment,T,X360,13
Madden NFL 07,Sports,2006,Electronic Arts,4.49,84,8.2,EA,E,PS2,0
Splatoon,Shooter,2015,Nintendo,4.43,81,8.5,Nintendo,E10+,WiiU,10
Nintendo Land,Misc,2012,Nintendo,4.42,77,7.9,Nintendo,E10+,WiiU,10
Tony Hawk's Pro Skater 3,Sports,2001,Activision,4.41,97,7.5,Neversoft Entertainment,T,PS2,13
Winning Eleven: Pro Evolution Soccer 2007,Sports,2006,Konami Digital Entertainment,4.39,86,8.9,Konami,E,PS2,0
Need for Speed: Most Wanted,Racing,2005,Electronic Arts,4.37,82,9.1,EA,T,PS2,13
Michael Jackson: The Experience,Misc,2010,Ubisoft,4.36,56,8.3,Ubisoft,E10+,Wii,10
Super Mario 3D World,Platform,2013,Nintendo,4.32,93,9,Nintendo,E,WiiU,0
Assassin's Creed: Revelations,Action,2011,Ubisoft,4.22,80,7.5,Ubisoft,M,PS3,17
FIFA 14,Sports,2013,Electronic Arts,4.22,84,4.2,EA,E,X360,0
FIFA Soccer 06,Sports,2005,Electronic Arts,4.21,80,7.8,EA,E,PS2,0
Assassin's Creed: Revelations,Action,2011,Ubisoft,4.19,80,7.2,Ubisoft,M,X360,17
Street Fighter IV,Fighting,2009,Capcom,4.16,94,7.3,Capcom,T,PS3,13
Madden NFL 2003,Sports,2002,Electronic Arts,4.14,95,7.7,EA,E,PS2,0
Battlefield 1,Shooter,2016,Electronic Arts,4.08,88,8.4,EA,M,PS4,17
Watch Dogs,Action,2014,Ubisoft,4.05,80,6.3,Ubisoft,M,PS4,17
Tekken Tag Tournament,Fighting,2000,Other,4.05,85,8.5,Namco,T,PS2,13
Far Cry 4,Shooter,2014,Ubisoft,4.04,85,7.7,Ubisoft,M,PS4,17
Assassin's Creed: Unity,Action,2014,Ubisoft,3.96,70,4.9,Ubisoft,M,PS4,17
The Legend of Zelda: Skyward Sword,Action,2011,Nintendo,3.95,93,8,Nintendo,E10+,Wii,10
EA Sports Active,Sports,2009,Electronic Arts,3.9,81,8.7,EA,E,Wii,0
Tony Hawk's Underground,Sports,2003,Activision,3.9,90,8.7,Neversoft Entertainment,T,PS2,13
Monster Hunter 4 Ultimate,Role-Playing,2014,Nintendo,3.89,86,8.7,Capcom,T,3DS,13
NBA 2K16,Sports,2015,Take-Two Interactive,3.88,87,6.7,Visual Concepts,E10+,PS4,10
Tekken 5,Fighting,2005,Other,3.87,88,8.6,Namco,T,PS2,13
Sports Champions,Sports,2010,Sony Computer Entertainment,3.84,76,7.9,EA,E10+,PS3,10
Big Brain Academy: Wii Degree,Misc,2007,Nintendo,3.79,68,6.9,Nintendo,E,Wii,0
LEGO Indiana Jones: The Original Adventures,Action,2008,Activision,3.76,77,7.5,Traveller's Tales,E10+,X360,10
The Sims: Unleashed,Simulation,2002,Electronic Arts,3.76,79,8,Maxis,T,PC,13
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,3.71,88,8.1,Ubisoft,M,PS3,17
FIFA Soccer 2005,Sports,2004,Electronic Arts,3.7,81,7.6,EA,E,PS2,0
Tony Hawk's Pro Skater 4,Sports,2002,Activision,3.67,94,8.5,Neversoft Entertainment,T,PS2,13
Pro Evolution Soccer 2008,Sports,2007,Konami Digital Entertainment,3.63,82,7.9,Konami,E,PS2,0
Resident Evil 4,Action,2005,Capcom,3.62,96,8.9,Capcom,M,PS2,17
Guitar Hero: World Tour,Misc,2008,Activision,3.62,86,7.6,Vicarious Visions,T,Wii,13
FIFA Soccer 10,Sports,2009,Electronic Arts,3.62,91,7.6,EA,E,PS3,0
Luigi's Mansion,Action,2001,Nintendo,3.6,78,8.5,Nintendo,E,GC,0
Battlefield 4,Shooter,2013,Electronic Arts,3.59,85,6.9,EA,M,PS4,17
James Bond 007: Agent Under Fire,Shooter,2001,Electronic Arts,3.53,72,7.9,EA,T,PS2,13
FIFA Soccer 11,Sports,2010,Electronic Arts,3.52,88,7.5,EA,E,X360,0
Assassin's Creed: Unity,Action,2014,Ubisoft,3.5,72,4.1,Ubisoft,M,XOne,17
Resident Evil 5,Action,2009,Capcom,3.5,83,7.5,Capcom,M,X360,17
Assassin's Creed: Brotherhood,Action,2010,Ubisoft,3.49,89,8.3,Ubisoft,M,X360,17
Battlefield 4,Shooter,2013,Electronic Arts,3.49,80,5.8,EA,M,PS3,17
Battlefield 4,Shooter,2013,Electronic Arts,3.48,79,5.6,EA,M,X360,17
Battlefield: Bad Company 2,Shooter,2010,Electronic Arts,3.47,88,8.6,EA,M,X360,17
Guitar Hero: On Tour,Misc,2008,Activision,3.46,71,8.8,Vicarious Visions,E10+,DS,10
Tekken 4,Fighting,2002,Other,3.44,79,8.3,Namco,T,PS2,13
FIFA Soccer 2003,Sports,2002,Electronic Arts,3.4,88,6.7,EA,E,PS2,0
Assassin's Creed Syndicate,Action,2015,Ubisoft,3.39,76,6.8,Ubisoft,M,PS4,17
LEGO Batman: The Videogame,Action,2008,Warner Bros. Interactive Entertainment,3.38,76,7.9,Traveller's Tales,E10+,X360,10
Far Cry 3,Shooter,2012,Ubisoft,3.35,90,8.5,Ubisoft,M,PS3,17
The Legend of Zelda: Spirit Tracks,Action,2009,Nintendo,3.31,87,7.8,Nintendo,E10+,DS,10
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,3.3,86,7.9,Ubisoft,M,X360,17
The Lord of the Rings: The Return of the King,Action,2003,Electronic Arts,3.28,85,8.7,EA,T,PS2,13
FIFA 16,Sports,2015,Electronic Arts,3.25,84,4.4,EA,E,XOne,0
Wii Music,Misc,2008,Nintendo,3.25,63,4.6,Nintendo,E,Wii,0
Madden NFL 16,Sports,2015,Electronic Arts,3.24,83,5.9,EA,E,PS4,0
Super Mario Maker,Platform,2015,Nintendo,3.21,88,8.7,Nintendo,E,WiiU,0
Ace Combat 04: Shattered Skies,Simulation,2001,Other,3.17,89,9.1,Namco,E,PS2,0
Animal Crossing,Simulation,2001,Nintendo,3.15,87,8.9,Nintendo,E,GC,0
FIFA Soccer 08,Sports,2007,Electronic Arts,3.14,83,6.5,EA,E,PS2,0
Spider-Man,Action,2000,Activision,3.13,87,9,Neversoft Entertainment,E,PS,0
Rhythm Heaven,Misc,2008,Nintendo,3.11,83,9,Nintendo,E,DS,0
The Legend of Zelda: A Link Between Worlds,Action,2013,Nintendo,3.1,91,8.9,Nintendo,E,3DS,0
Resident Evil 6,Shooter,2012,Capcom,3.1,74,5.4,Capcom,M,PS3,17
Madden NFL 2002,Sports,2001,Electronic Arts,3.08,94,7.9,EA,E,PS2,0
The Sims: Vacation,Simulation,2002,Electronic Arts,3.07,75,7.8,Maxis,T,PC,13
Animal Crossing: Happy Home Designer,Simulation,2015,Nintendo,3.05,66,6.9,Nintendo,E,3DS,0
The Sims 4,Simulation,2014,Electronic Arts,3.05,70,3.9,Maxis,T,PC,13
Tom Clancy's Splinter Cell,Action,2002,Ubisoft,3.02,93,8.5,Ubisoft,T,XB,13
FIFA 14,Sports,2013,Electronic Arts,3.01,87,6.3,EA,E,PS4,0
Far Cry 3,Shooter,2012,Ubisoft,3,91,8.6,Ubisoft,M,X360,17
NBA 2K13,Sports,2012,Take-Two Interactive,3,88,7.2,Visual Concepts,E,X360,0
The Sims: Livin Large,Misc,2000,Electronic Arts,2.99,82,6.6,Maxis,T,PC,13
Devil May Cry,Action,2001,Capcom,2.99,94,8.5,Capcom,M,PS2,17
Battlefield: Bad Company 2,Shooter,2010,Electronic Arts,2.95,88,8.5,EA,M,PS3,17
Street Fighter IV,Fighting,2009,Capcom,2.94,93,7.3,Capcom,T,X360,13
Madden NFL 13,Sports,2012,Electronic Arts,2.86,81,5.8,EA,E,X360,0
Assassin's Creed IV: Black Flag,Action,2013,Ubisoft,2.85,83,7.8,Ubisoft,M,PS4,17
Madden NFL 10,Sports,2009,Electronic Arts,2.83,85,6.1,EA,E,X360,0
Assassin's Creed: Brotherhood,Action,2010,Ubisoft,2.82,90,8.2,Ubisoft,M,PS3,17
Medal of Honor,Shooter,2010,Electronic Arts,2.81,75,7.5,EA,M,PS3,17
Battlefield 3,Shooter,2011,Electronic Arts,2.78,89,7.5,EA,M,PC,17
The Legend of Zelda: A Link to the Past,Action,2002,Nintendo,2.7,95,9.1,Capcom,E,GBA,0
Onimusha: Warlords,Action,2001,Other,2.7,86,8.2,Capcom,M,PS2,17
Madden NFL 12,Sports,2011,Electronic Arts,2.69,78,5.9,EA,E,X360,0
LEGO Star Wars II: The Original Trilogy,Action,2006,Other,2.69,84,9,Traveller's Tales,E10+,PS2,10
Madden NFL 11,Sports,2010,Electronic Arts,2.69,84,5.7,EA,E,X360,0
Mario vs. Donkey Kong: Mini-Land Mayhem!,Puzzle,2010,Nintendo,2.67,79,7.7,Nintendo,E,DS,0
Guitar Hero: World Tour,Misc,2008,Activision,2.66,85,6.3,Neversoft Entertainment,T,X360,13
FIFA 17,Sports,2016,Electronic Arts,2.65,84,5.5,EA,E,XOne,0
Tom Clancy's Splinter Cell,Action,2003,Ubisoft,2.65,89,7.7,Ubisoft,T,PS2,13
Skate 3,Sports,2010,Electronic Arts,2.63,80,8,EA,T,X360,13
ESPN NFL 2K5,Sports,2004,Other,2.62,90,8.2,Visual Concepts,E,PS2,0
NBA 2K12,Sports,2011,Take-Two Interactive,2.62,90,7.7,Visual Concepts,E,X360,0
FIFA Soccer 10,Sports,2009,Electronic Arts,2.62,90,7.5,EA,E,X360,0
Harry Potter and the Chamber of Secrets,Action,2002,Electronic Arts,2.61,71,7.6,EA,E,PS2,0
NBA Live 2005,Sports,2004,Electronic Arts,2.59,84,8.1,EA,E,PS2,0
FIFA Soccer 09,Sports,2008,Electronic Arts,2.58,87,7.5,EA,E,PS3,0
WWE SmackDown vs. RAW 2007,Fighting,2006,Other,2.58,80,8.6,Yuke's,T,PS2,13
LEGO Star Wars: The Complete Saga,Action,2007,Other,2.57,80,7.4,Traveller's Tales,E10+,X360,10
Madden NFL 08,Sports,2007,Electronic Arts,2.57,78,7.8,EA,E,PS2,0
Monster Hunter Freedom 2,Role-Playing,2007,Capcom,2.57,72,8.7,Capcom,T,PSP,13
Madden NFL 13,Sports,2012,Electronic Arts,2.56,83,5.5,EA,E,PS3,0
Madden NFL 09,Sports,2008,Electronic Arts,2.53,83,7,EA,E,X360,0
NBA 2K14,Sports,2013,Take-Two Interactive,2.52,87,4.9,Visual Concepts,E,X360,0
Mortal Kombat: Deadly Alliance,Fighting,2002,Midway Games,2.49,79,8.8,Midway,M,PS2,17
Game Party,Misc,2007,Midway Games,2.48,25,4.3,Midway,E,Wii,0
NBA 2K13,Sports,2012,Take-Two Interactive,2.47,90,8,Visual Concepts,E,PS3,0
NBA 2K15,Sports,2014,Take-Two Interactive,2.45,83,7,Visual Concepts,E,PS4,0
The Sims: Bustin' Out,Simulation,2003,Electronic Arts,2.43,81,8.4,Maxis,T,PS2,13
LEGO Harry Potter: Years 1-4,Action,2010,Warner Bros. Interactive Entertainment,2.43,79,8,Traveller's Tales,E10+,Wii,10
Madden NFL 16,Sports,2015,Electronic Arts,2.42,84,6.1,EA,E,XOne,0
Tom Clancy's Rainbow Six: Vegas 2,Shooter,2008,Ubisoft,2.42,82,7.8,Ubisoft,M,X360,17
Need for Speed Carbon: Own the City,Racing,2006,Electronic Arts,2.42,73,7.9,EA,E10+,PSP,10
pro evolution soccer 2011,Sports,2010,Konami Digital Entertainment,2.41,77,6.8,Konami,E,PS3,0
Madden NFL 11,Sports,2010,Electronic Arts,2.38,83,6.1,EA,E,PS3,0
Madden NFL 08,Sports,2007,Electronic Arts,2.37,85,6.4,EA,E,X360,0
Tony Hawk's Underground 2,Sports,2004,Activision,2.37,83,8.8,Neversoft Entertainment,T,PS2,13
Madden NFL 10,Sports,2009,Electronic Arts,2.37,85,6.8,EA,E,PS3,0
WWE SmackDown vs Raw 2008,Fighting,2007,Other,2.34,71,7.2,Yuke's,T,PS2,13
Resident Evil - Code: Veronica X,Action,2001,Capcom,2.34,84,8.4,Capcom,M,PS2,17
NBA 2K16,Sports,2015,Take-Two Interactive,2.34,86,6.2,Visual Concepts,E10+,XOne,10
James Bond 007: Everything or Nothing,Shooter,2004,Electronic Arts,2.31,84,9.1,EA,T,PS2,13
Need For Speed: High Stakes,Racing,1999,Electronic Arts,2.31,86,8.5,EA,E,PS,0
LEGO Star Wars: The Complete Saga,Action,2007,Other,2.29,80,6.7,Traveller's Tales,E10+,PS3,10
Need for Speed Underground 2,Racing,2004,Electronic Arts,2.28,77,8.7,EA,E,XB,0
Pro Evolution Soccer 2010,Sports,2009,Konami Digital Entertainment,2.28,78,6.7,Konami,E,PS3,0
FIFA Soccer 09,Sports,2008,Electronic Arts,2.28,82,6.9,EA,E,PS2,0
Wario Land 4,Platform,2001,Nintendo,2.26,88,8.9,Nintendo,E,GBA,0
